airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK-874,Hyderabad,Morning,one,Morning,Chennai,Business,27.33,40,558
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Mumbai,Business,17.75,2,968
Air_India,AI-559,Hyderabad,Early_Morning,one,Late_Night,Bangalore,Economy,17.67,25,85
Vistara,UK-637,Delhi,Evening,one,Night,Mumbai,Economy,4.42,15,102
GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,15,33
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.83,11,738
Indigo,6E-6939,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.92,48,53
Vistara,UK-866,Bangalore,Night,one,Evening,Kolkata,Economy,19.17,21,85
Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Delhi,Business,11.5,42,574
Vistara,UK-988,Mumbai,Night,one,Morning,Chennai,Business,13.0,22,836
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Hyderabad,Business,13.5,41,617
Air_India,AI-651,Mumbai,Morning,one,Night,Delhi,Economy,11.0,10,149
Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Delhi,Business,3.67,34,299
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.5,43,59
Air_India,AI-635,Mumbai,Early_Morning,one,Morning,Chennai,Business,25.83,46,670
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Delhi,Business,5.17,22,700
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,11.33,6,210
Vistara,UK-774,Kolkata,Night,one,Evening,Delhi,Economy,23.17,5,183
Air_India,AI-660,Mumbai,Evening,one,Morning,Hyderabad,Economy,16.5,14,102
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,4.75,16,83
Vistara,UK-812,Bangalore,Morning,one,Night,Chennai,Business,13.0,44,815
Vistara,UK-890,Hyderabad,Evening,one,Night,Chennai,Business,26.58,33,698
Indigo,6E-2042,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.58,29,40
Indigo,6E-131,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,10.5,1,129
AirAsia,I5-550,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.5,31,48
Indigo,6E-2005,Delhi,Morning,one,Afternoon,Chennai,Economy,5.42,34,46
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Chennai,Business,8.83,15,866
Vistara,UK-778,Kolkata,Afternoon,one,Evening,Hyderabad,Economy,28.58,27,78
SpiceJet,SG-4010,Chennai,Morning,one,Late_Night,Delhi,Economy,16.25,40,73
AirAsia,I5-1229,Chennai,Evening,one,Late_Night,Delhi,Economy,8.5,17,73
Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Economy,12.08,43,85
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Economy,7.75,8,145
Indigo,6E-6017,Bangalore,Evening,one,Night,Hyderabad,Economy,5.67,15,59
Vistara,UK-708,Kolkata,Night,one,Early_Morning,Mumbai,Economy,11.5,18,82
Indigo,6E-375,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,9.5,45,61
Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,Business,16.67,13,718
Indigo,6E-5175,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.92,35,61
Air_India,AI-809,Mumbai,Morning,one,Evening,Kolkata,Economy,9.17,35,62
Vistara,UK-864,Bangalore,Evening,one,Early_Morning,Hyderabad,Business,12.83,32,513
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,43,72
Vistara,UK-854,Bangalore,Evening,one,Late_Night,Delhi,Business,5.75,44,740
Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Business,11.67,45,838
Indigo,6E-219,Mumbai,Afternoon,one,Evening,Chennai,Economy,4.92,25,60
Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Economy,13.92,13,150
Air_India,AI-766,Chennai,Early_Morning,zero,Morning,Kolkata,Business,2.58,43,270
Vistara,UK-874,Hyderabad,Morning,one,Evening,Delhi,Economy,8.42,46,80
Vistara,UK-890,Hyderabad,Evening,one,Morning,Kolkata,Business,15.92,18,894
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Economy,10.58,24,78
Indigo,6E-605,Chennai,Afternoon,one,Evening,Mumbai,Economy,6.75,28,45
Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Economy,17.0,27,86
Vistara,UK-854,Bangalore,Evening,one,Night,Hyderabad,Economy,26.5,41,72
Vistara,UK-851,Mumbai,Early_Morning,one,Night,Delhi,Business,13.5,23,718
Air_India,AI-767,Delhi,Afternoon,one,Late_Night,Bangalore,Business,13.67,12,709
Vistara,UK-988,Mumbai,Night,one,Night,Kolkata,Business,23.83,2,1081
Indigo,6E-5371,Mumbai,Evening,zero,Night,Hyderabad,Economy,1.5,8,58
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,Economy,14.5,33,58
Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,48,61
Vistara,UK-813,Delhi,Evening,two_or_more,Morning,Chennai,Economy,15.25,5,221
Vistara,UK-944,Mumbai,Afternoon,zero,Evening,Delhi,Business,2.25,33,465
Air_India,AI-768,Kolkata,Afternoon,one,Night,Hyderabad,Economy,8.08,5,185
Vistara,UK-821,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,33,66
Air_India,AI-541,Hyderabad,Evening,zero,Evening,Delhi,Economy,2.25,18,31
Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,4,80
Indigo,6E-6467,Hyderabad,Afternoon,one,Night,Delhi,Economy,8.75,29,75
GO_FIRST,G8-101,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.5,35,101
Vistara,UK-910,Mumbai,Evening,one,Evening,Chennai,Economy,22.75,36,68
AirAsia,I5-1529,Delhi,Morning,one,Afternoon,Hyderabad,Economy,6.0,37,33
Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Economy,17.42,32,65
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.08,23,107
Air_India,AI-808,Bangalore,Night,one,Afternoon,Chennai,Economy,15.67,46,87
Air_India,AI-806,Mumbai,Early_Morning,one,Night,Hyderabad,Business,15.58,25,617
Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Business,28.42,46,741
Indigo,6E-6214,Kolkata,Morning,one,Night,Hyderabad,Economy,11.25,5,158
Air_India,AI-545,Chennai,Evening,one,Morning,Bangalore,Business,15.25,45,358
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Business,15.08,32,637
Indigo,6E-7589,Chennai,Afternoon,one,Night,Bangalore,Economy,8.5,46,54
Air_India,AI-441,Delhi,Evening,one,Morning,Kolkata,Economy,15.0,7,194
AirAsia,I5-766,Hyderabad,Night,one,Late_Night,Delhi,Economy,4.25,35,38
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Business,2.17,14,325
Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Delhi,Economy,10.5,49,64
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,Economy,14.5,7,145
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Economy,14.08,40,89
Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,Business,13.17,18,762
Vistara,UK-801,Delhi,Morning,two_or_more,Night,Chennai,Economy,14.0,30,118
Vistara,UK-813,Delhi,Evening,one,Night,Hyderabad,Economy,27.33,20,78
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Business,8.58,42,893
Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.58,37,58
Vistara,UK-930,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,8.5,19,320
Vistara,UK-890,Hyderabad,Evening,two_or_more,Morning,Bangalore,Economy,18.17,16,91
Vistara,UK-958,Mumbai,Afternoon,one,Night,Bangalore,Business,10.92,49,737
GO_FIRST,G8-305,Mumbai,Early_Morning,zero,Early_Morning,Chennai,Economy,1.83,37,40
GO_FIRST,G8-7546,Mumbai,Evening,one,Late_Night,Delhi,Economy,6.83,30,82
Indigo,6E-588,Chennai,Evening,one,Late_Night,Mumbai,Economy,8.75,19,81
Air_India,AI-442,Mumbai,Afternoon,one,Night,Hyderabad,Economy,8.0,9,102
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Economy,11.17,19,142
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Kolkata,Economy,19.17,13,138
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,12.75,41,80
Indigo,6E-822,Kolkata,Morning,one,Evening,Hyderabad,Economy,6.25,17,101
Vistara,UK-772,Kolkata,Morning,one,Night,Hyderabad,Economy,12.5,3,283
Air_India,AI-525,Hyderabad,Early_Morning,zero,Morning,Kolkata,Economy,2.08,31,32
Vistara,UK-852,Mumbai,Afternoon,two_or_more,Night,Bangalore,Economy,8.25,15,247
Indigo,6E-6488,Kolkata,Morning,one,Evening,Delhi,Economy,7.08,49,67
Indigo,6E-821,Mumbai,Evening,one,Night,Kolkata,Economy,5.17,49,54
Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Economy,12.42,22,55
GO_FIRST,G8-113,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,48,61
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Bangalore,Economy,14.08,4,144
AirAsia,I5-588,Kolkata,Afternoon,one,Night,Delhi,Economy,8.75,32,41
Indigo,6E-6785,Kolkata,Morning,one,Afternoon,Hyderabad,Economy,7.25,19,88
Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,49,61
Air_India,AI-809,Mumbai,Morning,one,Morning,Hyderabad,Economy,25.92,46,56
Air_India,AI-768,Kolkata,Afternoon,one,Night,Mumbai,Business,6.67,46,679
SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,27,48
Vistara,UK-944,Mumbai,Afternoon,one,Evening,Hyderabad,Business,5.25,33,785
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,Business,6.83,10,698
Vistara,UK-970,Mumbai,Morning,one,Night,Kolkata,Business,14.0,16,868
Indigo,6E-886,Bangalore,Morning,one,Evening,Delhi,Economy,6.75,15,140
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Bangalore,Economy,19.92,13,107
Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Business,13.5,38,970
Air_India,AI-770,Kolkata,Night,one,Night,Bangalore,Business,23.58,12,823
Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,11,192
Indigo,6E-7076,Hyderabad,Afternoon,one,Night,Delhi,Economy,7.92,16,84
Vistara,UK-836,Chennai,Morning,zero,Afternoon,Delhi,Business,2.75,35,375
Vistara,UK-818,Bangalore,Evening,one,Evening,Kolkata,Economy,22.42,5,154
GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,29,33
Vistara,UK-832,Chennai,Early_Morning,one,Night,Bangalore,Business,15.75,6,814
Air_India,AI-442,Mumbai,Afternoon,one,Morning,Bangalore,Business,17.33,36,737
Air_India,AI-885,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,13,239
Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,19.42,18,776
Indigo,6E-425,Hyderabad,Afternoon,one,Night,Kolkata,Economy,6.17,14,78
Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,17.42,45,87
Air_India,AI-809,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,49,33
Air_India,AI-507,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.67,17,94
Indigo,6E-886,Bangalore,Morning,zero,Morning,Hyderabad,Economy,1.33,31,32
Air_India,AI-505,Bangalore,Morning,one,Morning,Hyderabad,Business,24.08,3,778
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,8.5,23,89
Air_India,AI-766,Chennai,Morning,one,Night,Mumbai,Economy,8.75,16,109
Indigo,6E-6223,Mumbai,Afternoon,one,Night,Kolkata,Economy,4.42,41,64
Vistara,UK-876,Hyderabad,Night,one,Night,Bangalore,Economy,25.25,27,73
Air_India,AI-888,Mumbai,Evening,one,Morning,Kolkata,Economy,14.0,28,67
Vistara,UK-812,Bangalore,Morning,one,Night,Hyderabad,Business,13.17,37,764
Vistara,UK-853,Mumbai,Afternoon,zero,Evening,Bangalore,Business,1.75,4,438
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,29,85
Air_India,AI-9720,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,9.33,31,66
Air_India,AI-687,Mumbai,Afternoon,one,Night,Kolkata,Business,6.33,2,733
Air_India,AI-665,Delhi,Early_Morning,one,Morning,Chennai,Business,26.92,30,611
Indigo,6E-2169,Delhi,Evening,zero,Night,Chennai,Economy,2.92,40,36
Air_India,AI-409,Delhi,Morning,one,Evening,Bangalore,Economy,8.58,40,83
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.5,10,80
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13.0,19,546
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,10.17,40,87
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Chennai,Business,8.83,43,866
Air_India,AI-402,Kolkata,Morning,one,Night,Mumbai,Economy,11.75,48,75
Vistara,UK-706,Kolkata,Morning,one,Night,Bangalore,Business,12.42,12,823
Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Business,13.0,34,845
Indigo,6E-6233,Delhi,Late_Night,zero,Early_Morning,Bangalore,Economy,2.92,25,61
Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Business,12.42,45,533
Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Business,12.25,37,706
Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,10.0,29,62
Air_India,AI-773,Kolkata,Evening,one,Evening,Bangalore,Business,25.25,35,706
Air_India,AI-729,Kolkata,Morning,one,Evening,Delhi,Economy,8.83,23,69
Vistara,UK-970,Mumbai,Morning,one,Evening,Bangalore,Economy,10.08,19,87
Air_India,AI-732,Kolkata,Afternoon,two_or_more,Morning,Hyderabad,Business,21.5,33,762
Indigo,6E-6345,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.92,11,181
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Business,14.17,18,885
SpiceJet,SG-3440,Mumbai,Afternoon,one,Evening,Kolkata,Economy,27.92,18,80
Air_India,AI-573,Kolkata,Evening,one,Night,Delhi,Economy,26.08,39,115
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Business,23.17,2,809
Vistara,UK-873,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,6.33,13,557
Air_India,AI-837,Delhi,Evening,zero,Night,Hyderabad,Business,2.25,6,323
Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,Economy,17.17,18,92
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Business,12.0,14,765
Vistara,UK-774,Kolkata,Night,one,Evening,Delhi,Economy,20.33,41,87
Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Bangalore,Business,8.25,16,737
Indigo,6E-6809,Mumbai,Evening,one,Night,Bangalore,Economy,6.17,31,62
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.08,22,65
Vistara,UK-772,Kolkata,Morning,one,Morning,Chennai,Economy,25.42,48,96
Vistara,UK-876,Hyderabad,Night,one,Morning,Kolkata,Business,12.08,34,659
Indigo,6E-6219,Chennai,Morning,two_or_more,Night,Hyderabad,Economy,14.17,14,146
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,15.08,45,83
GO_FIRST,G8-211,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.75,25,69
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Business,5.75,38,876
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,12.08,23,80
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Business,13.5,20,787
Air_India,AI-538,Chennai,Night,one,Evening,Kolkata,Business,22.83,4,748
GO_FIRST,G8-537,Kolkata,Evening,one,Late_Night,Delhi,Economy,9.58,25,181
Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,Economy,15.58,41,54
Indigo,6E-397,Delhi,Afternoon,one,Evening,Chennai,Economy,7.42,10,107
SpiceJet,SG-1091,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,8,80
GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,25,33
Indigo,6E-2336,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,9.75,22,58
Indigo,6E-199,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,6.33,49,59
Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Kolkata,Economy,11.75,18,147
Air_India,AI-651,Mumbai,Morning,one,Morning,Kolkata,Economy,23.17,23,111
Air_India,AI-9517,Bangalore,Evening,one,Morning,Kolkata,Economy,13.25,20,57
Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Economy,12.17,33,76
Indigo,6E-5012,Delhi,Early_Morning,zero,Morning,Chennai,Economy,2.92,34,32
Vistara,UK-824,Chennai,Night,one,Evening,Kolkata,Business,23.42,45,741
Indigo,6E-395,Mumbai,Evening,zero,Evening,Kolkata,Economy,2.33,6,106
Vistara,UK-613,Mumbai,Afternoon,two_or_more,Evening,Hyderabad,Economy,7.67,37,80
Air_India,AI-9885,Hyderabad,Morning,one,Evening,Mumbai,Economy,31.25,15,142
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Economy,12.58,5,194
AirAsia,I5-2991,Kolkata,Night,one,Morning,Hyderabad,Economy,11.17,13,88
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Business,6.67,25,817
Vistara,UK-847,Delhi,Morning,one,Afternoon,Mumbai,Economy,27.58,34,259
Indigo,6E-563,Kolkata,Morning,zero,Morning,Chennai,Economy,2.33,35,40
Indigo,6E-2061,Delhi,Night,zero,Late_Night,Chennai,Economy,2.83,31,44
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.17,23,96
GO_FIRST,G8-873,Bangalore,Morning,one,Afternoon,Delhi,Economy,6.25,26,77
Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,Business,8.67,8,619
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Business,11.17,22,783
SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,37,46
Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Economy,11.5,4,183
Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Economy,11.17,45,89
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Bangalore,Business,9.75,39,764
Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,Business,23.25,31,700
Air_India,AI-651,Mumbai,Morning,one,Evening,Delhi,Economy,9.92,29,90
Air_India,AI-678,Delhi,Morning,one,Morning,Kolkata,Economy,23.83,21,71
Vistara,UK-898,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,26.25,44,81
Vistara,UK-854,Bangalore,Evening,one,Night,Chennai,Economy,4.67,10,133
Air_India,AI-867,Mumbai,Night,one,Evening,Bangalore,Business,18.75,30,737
Air_India,AI-865,Delhi,Morning,one,Night,Hyderabad,Business,10.08,45,531
GO_FIRST,G8-285,Bangalore,Afternoon,one,Morning,Mumbai,Economy,18.42,14,174
Vistara,UK-836,Chennai,Morning,one,Afternoon,Hyderabad,Business,25.83,40,695
Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Economy,16.92,5,149
Vistara,UK-835,Delhi,Evening,zero,Night,Chennai,Business,2.83,29,376
Vistara,UK-706,Kolkata,Morning,one,Morning,Chennai,Business,23.67,42,756
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Delhi,Economy,13.92,7,155
Air_India,AI-765,Kolkata,Night,one,Morning,Delhi,Business,12.08,38,649
GO_FIRST,G8-102,Kolkata,Afternoon,one,Early_Morning,Mumbai,Economy,13.92,33,79
Vistara,UK-927,Delhi,Morning,one,Night,Chennai,Economy,13.58,23,67
GO_FIRST,G8-520,Mumbai,Night,one,Morning,Bangalore,Economy,14.83,42,99
GO_FIRST,G8-791,Bangalore,Evening,zero,Night,Kolkata,Economy,2.33,42,46
GO_FIRST,G8-268,Delhi,Morning,one,Night,Kolkata,Economy,9.58,49,42
Vistara,UK-875,Mumbai,Evening,one,Night,Delhi,Business,27.5,35,557
Air_India,AI-887,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.58,33,57
Vistara,UK-817,Delhi,Evening,one,Morning,Hyderabad,Economy,17.0,45,78
Indigo,6E-757,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.75,14,222
Air_India,AI-672,Chennai,Afternoon,one,Night,Delhi,Economy,33.0,35,87
Vistara,UK-944,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.0,6,150
Vistara,UK-876,Hyderabad,Night,one,Morning,Kolkata,Business,12.08,36,712
Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,Business,18.42,41,787
Vistara,UK-859,Delhi,Morning,one,Evening,Bangalore,Economy,9.08,11,133
Vistara,UK-809,Delhi,Evening,one,Morning,Hyderabad,Economy,13.25,8,156
Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Business,11.42,16,700
Air_India,AI-409,Delhi,Morning,one,Evening,Kolkata,Economy,7.0,41,60
Vistara,UK-940,Mumbai,Evening,one,Evening,Hyderabad,Business,24.17,15,815
Indigo,6E-5332,Mumbai,Early_Morning,one,Afternoon,Bangalore,Economy,8.42,35,64
Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Business,14.42,49,598
Indigo,6E-5367,Chennai,Evening,one,Late_Night,Kolkata,Economy,8.25,19,87
Vistara,UK-893,Bangalore,Evening,two_or_more,Night,Kolkata,Economy,26.83,7,204
Air_India,AI-9745,Kolkata,Morning,one,Night,Delhi,Economy,12.33,6,129
Vistara,UK-809,Delhi,Evening,one,Night,Hyderabad,Economy,25.08,29,78
Air_India,AI-499,Delhi,Afternoon,one,Afternoon,Mumbai,Business,26.83,4,400
AirAsia,I5-1562,Bangalore,Afternoon,one,Evening,Kolkata,Economy,3.58,19,54
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,9.5,16,1088
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Chennai,Business,12.42,7,813
Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Economy,19.42,19,63
Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Business,12.17,12,718
Vistara,UK-870,Hyderabad,Night,one,Morning,Kolkata,Economy,12.0,11,136
Air_India,AI-423,Delhi,Early_Morning,one,Evening,Mumbai,Business,12.58,11,538
Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Economy,9.33,49,89
Vistara,UK-874,Hyderabad,Morning,one,Late_Night,Delhi,Business,15.67,24,700
GO_FIRST,G8-532,Kolkata,Morning,one,Evening,Delhi,Economy,8.92,30,88
Air_India,AI-864,Mumbai,Early_Morning,one,Night,Kolkata,Economy,15.33,32,62
AirAsia,I5-510,Kolkata,Early_Morning,one,Afternoon,Bangalore,Economy,10.83,19,57
Vistara,UK-774,Kolkata,Night,one,Night,Bangalore,Economy,24.33,13,148
Vistara,UK-902,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.83,43,838
Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Business,14.67,14,915
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Bangalore,Business,6.33,16,514
Vistara,UK-776,Kolkata,Evening,one,Morning,Chennai,Economy,15.25,13,176
SpiceJet,SG-4417,Mumbai,Evening,one,Evening,Kolkata,Economy,24.08,9,230
Air_India,AI-665,Delhi,Early_Morning,one,Night,Hyderabad,Economy,13.58,36,57
Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Economy,12.08,27,66
Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Economy,14.42,20,89
Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Business,7.33,14,718
Indigo,6E-6326,Bangalore,Morning,one,Evening,Hyderabad,Economy,5.75,5,110
Vistara,UK-864,Bangalore,Evening,one,Late_Night,Delhi,Business,5.17,17,740
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Bangalore,Economy,15.5,3,221
GO_FIRST,G8-371,Mumbai,Evening,one,Late_Night,Delhi,Economy,9.83,30,78
Vistara,UK-977,Delhi,Evening,one,Morning,Chennai,Economy,13.83,14,114
Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,Business,21.67,36,838
Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Business,2.75,28,444
Air_India,AI-442,Mumbai,Afternoon,one,Morning,Bangalore,Business,17.33,9,737
Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.08,47,40
Air_India,AI-672,Chennai,Afternoon,one,Morning,Delhi,Economy,19.33,39,53
Indigo,6E-2247,Delhi,Morning,one,Evening,Bangalore,Economy,7.5,36,79
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,13.5,21,63
Indigo,6E-496,Kolkata,Early_Morning,zero,Morning,Hyderabad,Economy,2.25,8,88
Vistara,UK-950,Mumbai,Night,one,Evening,Kolkata,Economy,20.17,27,80
Air_India,AI-763,Kolkata,Early_Morning,one,Morning,Mumbai,Business,28.25,3,694
Vistara,UK-838,Chennai,Night,one,Morning,Bangalore,Economy,13.75,45,87
Indigo,6E-841,Bangalore,Afternoon,one,Evening,Mumbai,Economy,4.92,12,88
GO_FIRST,G8-300,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.92,3,317
Vistara,UK-864,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.25,31,72
Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,Business,14.92,32,718
Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Chennai,Economy,33.67,25,227
Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,27,72
Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,10,143
Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,Economy,13.17,49,73
Vistara,UK-943,Delhi,Early_Morning,one,Night,Bangalore,Business,13.42,46,770
Indigo,6E-6113,Chennai,Afternoon,one,Night,Kolkata,Economy,8.25,43,32
Indigo,6E-6014,Kolkata,Morning,one,Evening,Delhi,Economy,7.67,14,101
Indigo,6E-136,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,5.5,27,58
Vistara,UK-864,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.92,20,55
Vistara,UK-847,Delhi,Morning,one,Afternoon,Bangalore,Business,4.83,26,651
Vistara,UK-811,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,24,61
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Business,15.08,12,637
Air_India,AI-764,Delhi,Evening,one,Night,Hyderabad,Economy,28.33,19,64
Air_India,AI-402,Kolkata,Morning,one,Night,Mumbai,Business,11.17,49,679
Vistara,UK-877,Mumbai,Morning,one,Evening,Delhi,Economy,9.17,35,75
